Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2020-04-27,267.69598388671875,268.833727976625,265.42983057599315,265.8961186708733,77896600
2020-04-28,266.46502685546875,271.75271834860047,266.1572607499609,271.39833481375825,105270000
2020-04-29,273.44061279296875,274.99802730256994,270.8294112642531,271.87389187573933,118745600
2020-04-30,270.8947448730469,273.54325786635394,269.13216219392785,272.04179538488586,122901700
2020-05-01,263.7232666015625,271.06263771697917,262.5388764558412,266.07334869217505,125180000
2020-05-04,264.45062255859375,264.7583601620697,260.3099822247622,261.8114161477234,80873200
2020-05-05,266.89398193359375,269.7476627964931,264.5811827381862,267.31365260282996,79569900
2020-05-06,265.0848083496094,269.0109465308684,264.6464963583546,268.619280429729,73632600
2020-05-07,268.2835388183594,270.24195470870694,267.77063324563557,268.34882598869723,75250400
2020-05-08,272.72259521484375,273.1982181997466,270.31653260177217,271.4636116112568,76452400
2020-05-11,272.7785339355469,274.17739821213945,270.3351888860266,270.76416596205763,79514200
2020-05-12,267.3416442871094,274.4012248219,267.20173508258847,273.9815825882423,95870800
2020-05-13,262.61346435546875,267.8265619130313,260.15144951971445,266.77274625045317,144721100
2020-05-14,265.7562255859375,265.8867714472554,254.58395310614455,260.1421274300295,121977900
2020-05-15,266.9779052734375,267.0245226980321,262.37097670882946,263.33152902720104,111146300
2020-05-18,275.1099548339844,276.7419630406266,272.96504114638316,273.29142001974003,119703800
2020-05-19,272.2842712402344,276.23838517730223,272.26562996202875,274.50380712527533,95189300
2020-05-20,276.90985107421875,277.78647500066535,275.64156107168105,275.8747051274388,85861700
2020-05-21,274.998046875,277.59994218127207,273.8882790313198,276.77927065384836,78293900
2020-05-22,275.5203552246094,275.6975470054014,273.45003461848734,274.7090183651781,63958200
2020-05-26,278.9149169921875,281.81524418534843,275.53899522224816,281.57276523171595,88951400
2020-05-27,283.0648498535156,283.10216086991176,276.8538890120153,281.74991401022817,104817400
2020-05-28,282.54266357421875,286.1517295676299,281.86187257945176,284.1093850433012,90405200
2020-05-29,283.8016052246094,284.3984392127956,279.278604815831,282.0669986371333,119090800
2020-06-01,284.9486083984375,285.56411202327604,282.6265030783365,283.1487434036607,55758300
2020-06-02,287.30804443359375,287.35469031653145,284.52898575324014,285.88120407905984,74267200
2020-06-03,291.13165283203125,292.1015401206026,289.0426910966183,289.3224525933364,92567600
2020-06-04,290.36688232421875,291.89632079684446,288.2406099437138,290.1337382980232,75794400
2020-06-05,297.8088684082031,299.60873357198415,295.7758592037261,295.8411463655128,150524700
2020-06-08,301.4085998535156,301.6044328611448,298.07929642400245,298.6295128949362,73641200
2020-06-09,299.1611633300781,301.48326924159016,297.82755757329386,298.70418158405954,77479200
2020-06-10,297.4918212890625,300.65326841119503,296.7644129584786,299.7486683177794,95000800
2020-06-11,280.34173583984375,291.1036738483451,279.7822128518547,290.4601939521889,209243600
2020-06-12,283.698974609375,288.24061577799773,278.4672362164336,287.4572552493203,194678900
2020-06-15,286.3475646972656,287.4946438846565,276.73270454319635,277.92640116537063,135782700
2020-06-16,291.8590393066406,294.3583651498472,286.92573170449174,294.20914954279255,137627500
2020-06-17,290.6466979980469,293.1926412353925,289.90061997210125,292.8942100250143,83398900
2020-06-18,290.75860595703125,291.24353533454155,288.64166823255516,289.10795633168823,80828700
2020-06-19,289.0969543457031,294.47348887128004,287.12054450757995,294.276794057839,135549600
2020-06-22,290.9515380859375,291.3543036269551,287.32659104636923,288.4880651033334,74649400
2020-06-23,292.29095458984375,294.585831804276,291.87881314247466,293.6397759475603,68471200
2020-06-24,284.83502197265625,290.8485202388786,282.9710378924179,290.22093205212803,132813500
2020-06-25,287.88861083984375,288.1602560504221,282.2029562387228,284.25428777629224,89468000
2020-06-26,281.05084228515625,286.9894190568023,280.4607578553267,286.77397235101216,127961000
2020-06-29,285.1816711425781,285.32216746807615,280.00183031764993,282.32480771166775,79773300
2020-06-30,288.83465576171875,290.5581722639838,284.5821487796647,284.74136838555614,113394800
2020-07-01,290.85784912109375,292.14112467006703,289.49968033846915,289.9680203156232,72396500
2020-07-02,292.45953369140625,295.7098136235294,291.7851231163341,294.34224058353436,69344200
2020-07-06,296.9743957519531,297.5645087517877,295.57875163725043,296.3374601841216,61713800
2020-07-07,293.9115295410156,297.4147045506719,293.5274872058866,295.4102236674376,82910000
2020-07-08,296.15948486328125,296.2718818931869,292.8998566551925,294.68889035653456,54638600
2020-07-09,294.4735107421875,297.021281898887,291.0077827459061,296.77773591211417,83354200
2020-07-10,297.480224609375,297.75186983774114,292.95607237868205,294.4079150755898,57550400
2020-07-13,294.90435791015625,302.2760256899368,294.2393230460445,299.85940362043874,102997500
2020-07-14,298.7259216308594,299.51272919902027,292.2440851142988,293.46175736819595,93657000
2020-07-15,301.47052001953125,302.5851717145195,299.0538691604839,301.9950586306774,87196500
2020-07-16,300.4775695800781,300.93653360894797,298.8852022287936,299.5408896287822,54622500
2020-07-17,301.3487548828125,302.1449387693142,299.49411779739563,301.4986271449361,62774900
2020-07-20,303.7840881347656,304.54279670707643,300.3183604305946,301.07706900290543,56308800
2020-07-21,304.4303894042969,306.2287990760789,303.42813489954403,305.7792109507365,57292200
2020-07-22,306.16326904296875,306.48176545824805,303.9527175453581,304.06511459300464,57792900
2020-07-23,302.5101318359375,306.509773294685,301.12386388151054,305.7978874249834,75738000
2020-07-24,300.5619201660156,301.6016213737728,299.0351270034531,300.6274946345792,73766600
2020-07-27,302.7537841796875,302.93175570967287,300.4589061889574,301.2644660486615,48293000
2020-07-28,300.8335266113281,303.14712734269153,300.5337821524394,302.01372396724446,57495000
2020-07-29,304.5334167480469,305.1048064493569,301.68590135978343,301.72337656606777,48454200
2020-07-30,303.4468688964844,303.86838636404417,299.4004326998644,301.51731023005146,61861700
2020-07-31,305.8446960449219,305.9477456933035,300.9833253093684,305.2639591083002,84986800
2020-08-03,307.9710388183594,308.7484706752371,306.9781602612835,307.5307980554894,53077900
2020-08-04,309.16058349609375,309.16058349609375,307.099876162108,307.099876162108,41917900
2020-08-05,311.080810546875,311.34310841351856,310.20970492480694,310.4813501543965,42697700
2020-08-06,313.1602478027344,313.28202079035816,310.1628886094789,310.4907323641872,43679400
2020-08-07,313.3849792480469,313.67534771007314,311.25869772812547,312.17665425707304,57308300
2020-08-10,314.32177734375,314.50909623010205,311.877027190346,313.84406130091236,44282100
2020-08-11,311.72711181640625,316.1669947285276,310.9871551520584,315.52068320179865,69601100
2020-08-12,316.0733337402344,316.86014159029884,314.17187428960983,314.199973549069,53774400
2020-08-13,315.5018310546875,316.83192889167543,314.5651512944756,315.29576036403296,41816100
2020-08-14,315.51129150390625,316.05458191805104,314.3685407469734,315.10852595958863,47260400
2020-08-17,316.5135498046875,316.9163153538768,315.5206712677434,316.5416490619518,35481000
2020-08-18,317.1973571777344,317.62822201225964,315.2958691665476,316.9163360015772,38733900
2020-08-19,315.8766174316406,318.1058918958719,315.30522774790467,317.5813533648521,68054200
2020-08-20,316.860107421875,317.34717072838095,313.9938689252878,314.1249892602219,42207800
2020-08-21,317.9841613769531,318.2089554471391,316.17634711185,316.5229427503298,55106600
2020-08-24,321.20635986328125,321.2812816955143,317.9560786980553,320.456998614907,48588700
2020-08-25,322.33038330078125,322.4146810878891,320.5975192274457,321.77774541737784,38463400
2020-08-26,325.56195068359375,325.83356736583914,322.3772436550059,322.92988155416924,50790200
2020-08-27,326.2737731933594,327.744367840277,324.58776041365843,326.44239733949644,58034100
2020-08-28,328.38128662109375,328.51243555189626,326.1051609096553,327.3134862047626,48588900
2020-08-31,327.1916809082031,329.05566491761255,326.957510913646,328.16583608941806,66099200
2020-09-01,330.2733154296875,330.3763364906077,327.126056320816,328.03463690387593,54908700
2020-09-02,335.05047607421875,336.0339787242066,331.0508338377978,332.2123365750226,69540000
2020-09-03,323.5198669433594,333.81396934221664,320.89714621360946,333.3362534717021,148011100
2020-09-04,320.8785095214844,325.80542742188834,313.6660612993287,324.21308839902326,139156300
2020-09-08,312.111083984375,320.9439966711303,311.80199221218544,315.3894634506539,114465300
2020-09-09,318.2745666503906,320.7754867255069,315.2959019505696,316.176383607373,91462300
2020-09-10,312.7481384277344,320.84103978573575,311.7739831008201,320.1760049055849,90569500
2020-09-11,312.9073791503906,315.6331219088272,310.04114008176873,314.55594541712605,84680200
2020-09-14,317.0287170410156,318.8271552879685,313.057202834886,316.1201362625145,65605700
2020-09-15,318.6304626464844,320.36329785700826,317.038095140093,319.5202915357684,52920900
2020-09-16,317.3659362792969,321.3374504799322,317.0849151177085,319.88560785994696,82096000
2020-09-17,314.5746765136719,316.31691655870964,311.90513221325625,312.43904679038167,91523300
2020-09-18,310.95306396484375,315.504740113723,308.4327193426738,315.3918931455118,105877900
2020-09-21,307.4922790527344,307.64275123836336,302.56443694683287,306.29794374757495,99450800
2020-09-22,310.6238708496094,311.1881343231044,306.4483613252319,308.99694608558497,63612100
2020-09-23,303.420166015625,311.4702396655161,302.912326085948,311.18809361586057,93112200
2020-09-24,304.22894287109375,307.33234873737626,300.7493422455752,302.08476476174945,76681300
2020-09-25,309.1474304199219,309.9467726142163,302.47978804991413,303.36376546361737,71069400
2020-09-28,314.2821960449219,315.0063165643252,312.36371146799064,313.3699781102687,64584600
2020-09-29,312.57061767578125,314.8276432366407,311.86529539428534,314.0753109495666,51304000
2020-09-30,314.9404602050781,318.13791487859936,313.0501876591284,313.2476698252386,104081100
2020-10-01,316.96240234375,318.5611154536733,315.0533313921479,317.5736758475334,88698700
2020-10-02,313.9530029296875,316.93417728231753,311.46087031923616,311.9404985818706,89431100
2020-10-05,319.5203857421875,319.70845445162604,315.9937745693195,316.0407845717703,45713100
2020-10-06,314.9781188964844,321.78684957779194,314.4608940308898,319.6614692289698,90128900
2020-10-07,320.4608154296875,321.278984629957,317.9498556464416,317.97806738784277,56999600
2020-10-08,323.3009033203125,323.366740283601,321.4952657678726,322.42631063537164,45242500
2020-10-09,326.1879577636719,326.6581724847671,324.34472409287474,324.97479574735013,59528600
2020-10-12,331.4356384277344,332.9309182344997,328.2663948719201,328.7648214741752,80388500
2020-10-13,329.2725830078125,331.47318457768927,328.29452829910156,331.29450067803157,73255500
2020-10-14,327.2036437988281,330.9653619684224,326.4607251240683,329.8556619963038,57727900
2020-10-15,326.79925537109375,327.2882683853934,322.68958299620977,323.23501948525046,60357700
2020-10-16,326.6017761230469,329.8556542272104,326.42309221822916,328.17227735006855,89501900
2020-10-19,321.6363220214844,328.5202445680317,320.72410420307284,327.88075935708804,68425600
2020-10-20,322.9247131347656,326.21621665826694,322.2288044308222,322.9999348731785,60051900
2020-10-21,322.3134460449219,325.0783113554999,322.00308820618125,322.87768084329804,63575000
2020-10-22,324.0814514160156,324.6739266938656,320.35735799763285,322.5297482166591,55399300
2020-10-23,325.1817932128906,325.37927542170183,322.6896601505268,325.3228519334701,49143900
2020-10-26,319.1723937988281,322.5485323869964,315.6269560825658,321.74916154197103,91473000
2020-10-27,318.0721130371094,319.85892360783623,317.855803888688,319.520382714274,65994100
2020-10-28,307.2007751464844,318.1003521348805,306.70234854389633,312.3167151087192,127094300
2020-10-29,310.3229064941406,313.53915899885357,305.7241929115627,307.43578132264247,90597700
2020-10-30,307.0877990722656,310.050145698864,303.38250524483453,308.72413690989373,120287300
2020-11-02,310.5298156738281,312.56111802887216,307.7461238398523,310.5298156738281,86068300
2020-11-03,316.0125427246094,318.1002974880372,310.6144862541493,313.81194100634207,93294200
2020-11-04,323.07513427734375,327.2130180276153,319.36042655061067,320.5547615943241,126959700
2020-11-05,329.37603759765625,331.20988670663206,328.0782402220281,328.4356080442599,82039700
2020-11-06,329.30078125,330.57036675357153,326.94029413519223,329.0844721435864,74973000
2020-11-09,333.43878173828125,342.67380910006756,332.9685668465362,342.2882294448799,172304200
2020-11-10,332.94964599609375,334.02172063073954,329.6299312306242,332.43239258583486,85552000
2020-11-11,335.42303466796875,336.2600020796956,333.90892810347015,335.169100310771,58649000
2020-11-12,332.169189453125,335.4701071140811,330.3353686300907,334.39800340553035,67546200
2020-11-13,336.7678527832031,337.5201849996203,333.5797825944305,334.10642088584945,62892200
2020-11-16,340.9715270996094,341.1690092566258,338.16903688735835,339.47624765436683,74541100
2020-11-17,339.13763427734375,340.36020967617276,336.9934564651437,338.52636092774264,66111000
2020-11-18,335.0562744140625,339.9653183329974,335.0186491921803,339.4104682836854,70591300
2020-11-19,336.46685791015625,336.843023961899,333.05309430882124,334.4167285334726,59940900
2020-11-20,334.1627502441406,336.4103901794863,334.08752852354024,336.2034945733023,70417300
2020-11-23,336.1659240722656,337.4449231276328,333.7302150892081,335.99665364864717,63230600
2020-11-24,341.5827941894531,342.13764413433756,337.88691325000633,338.7520922930149,62415900
2020-11-25,341.05615234375,341.52636707504075,339.94645246581496,341.49815533914847,45330900
2020-11-27,342.00604248046875,342.4856420568202,340.9809489691216,342.1658994393747,28514100
2020-11-30,340.491943359375,341.488796453104,337.77411670183375,341.21606382945834,83872700
2020-12-01,344.21600341796875,345.7771198689316,343.1909386826247,343.79282735271556,74231400
2020-12-02,344.9402160644531,345.100073040899,342.50450659695076,343.08756841624614,45927000
2020-12-03,344.84613037109375,346.25677476312154,343.7270168574476,344.83671689126413,62882000
2020-12-04,347.81781005859375,347.81781005859375,345.3444762105818,345.43852488800036,50749900
2020-12-07,347.1031799316406,347.60160650369386,345.81479588876545,347.03734296749656,48944300
2020-12-08,348.1188049316406,348.6924531578852,345.76773115267554,345.81474114840245,42458900
2020-12-09,344.9965515136719,348.9463380072641,344.1501707435899,348.78648107161064,74098300
2020-12-10,344.8837585449219,345.94641988832626,342.7207532388382,343.60475936138505,57735400
2020-12-11,344.47930908203125,344.8931003516496,341.6204241096523,343.16271354216855,57698600
2020-12-14,342.93707275390625,347.7708661344157,342.7583888280093,346.6799930179132,69216200
2020-12-15,347.5733337402344,347.5733337402344,344.121973564115,345.5137908494605,63865300
2020-12-16,348.1188049316406,349.04982096422884,346.89622934680017,347.7896488626593,58420500
2020-12-17,350.06549072265625,350.27238637413245,348.94637724871234,349.7833733341127,64119500
2020-12-18,348.667724609375,350.5282692128944,346.6277344231327,350.3582772361999,136542300
2020-12-21,347.42108154296875,357.4321339310831,341.9150185815902,344.69166966788913,96386700
2020-12-22,346.8355712890625,347.8650057531959,345.69280882109416,347.75167774936097,47949000
2020-12-23,347.147216796875,349.08330391665174,346.81665760467683,347.8177599659822,46201400
2020-12-24,348.4977111816406,348.5260431760125,347.03384343581655,347.6288153176249,26457900
2020-12-28,351.4915771484375,351.8882250516541,350.4526893653069,351.08544681823656,39000400
2020-12-29,350.821044921875,353.21992628820846,350.22604417784225,353.04048070439,53680500
2020-12-30,351.3215637207031,352.36990513079206,350.9249158091851,351.65212286161284,49455300
2020-12-31,353.1066589355469,353.84331978751635,350.60390276039254,351.1233323888676,78520700
